docnumber;period;title;genre;author;title2;year;variety;left;kwic;right;pos_base;lemma_base;construction;cent;form_base
doc#28;XIII cent.-1375;1_POES_BRUNETTO LATINI_TESORETTO;POESIA;Brunetto Latini;Tesoretto;1274;toscano;che Dio onnipotente volse tutto labore finir nello migliore : ca chi ben inconinza audivi per sentenza ched ha bon;mezzo fatto;"; ma guardi , puoi dal tratto , ca di reo compimento aven dibassamento di tutto ' l convenente ;";adj;fatto;mezzo;1200;fatto
doc#26;XIII cent.-1375;1_POES_BOCCACCIO_CACCIA DI DIANA;POESIA;Giovanni Boccaccio;Caccia di Diana;1334;toscano;fer vicine all ' un degli orsi , e ' n sulla testa sì forte i donaro , che cadde;semivivo;"; e l ' altro poi con più vigore i lor cani addentaro . Ciascuna con romore atava i suoi";adj;vivo;semi-;1300;vivo
doc#82;XIII cent.-1375;1_PROSA_GUIDO DA PISA_I FATTI DI ENEA;PROSA;Guido da Pisa;Fatti di Enea;1337;toscano;feciono li mucchi d ' arme e di cavalli e d ' uomini morti , e stavano mescolati insieme li;mezzi morti;"con esso li morti . Veggendo questo Cammilla , trasse là e misesi alla battaglia ; e ora senza nulla";noun;morto;mezzo;1300;morti
doc#83;XIII cent.-1375;1_PROSA_JACOPO PASSAVANTI_SPECCHIO E ALTRE OPERE;PROSA;Jacopo Passavanti;Specchio della vera penitenza;1355;toscano;"terra ; si che Cartagine sarà il premio di chi vincerà , e non le castella d ' Abruzzi ,";mezze rotte;e guaste . È non è da temere che mentre che io vo in Africa con l ' oste ,;adj;rotto;mezzo;1300;rotte
doc#71;XIII cent.-1375;1_PROSA_BOCCACCIO_DECAMERON;PROSA;Giovanni Boccaccio;Decameron;1370;toscano;"disse : "" Se questa fosse la camera di Filippo , "" cioè del giovane suo vicino "" io sarei";mezza fornita;". "" E cautamente da una sua fante , a cui di lei incresceva , ne fece spiare , e";adj;fornito;mezzo;1300;fornita
doc#71;XIII cent.-1375;1_PROSA_BOCCACCIO_DECAMERON;PROSA;Giovanni Boccaccio;Decameron;1370;toscano;La donna , udendo queste cose e intera fede prestandovi , parendole il suo amante già riaver nelle braccia ,;mezza lieta;"divenuta disse : "" Non dubitare , che queste cose farò io troppo bene ; e ho il più bel";adj;lieto;mezzo;1300;lieta
doc#71;XIII cent.-1375;1_PROSA_BOCCACCIO_DECAMERON;PROSA;Giovanni Boccaccio;Decameron;1370;toscano;esser mossa si stette . Venuto il giorno chiaro e alquanto la tempesta acchetata , la donna , che quasi;mezza morta;era , alzò la testa e così debole come era cominciò a chiamare ora uno e ora un altro della;adj;morto;mezzo;1300;morta
doc#71;XIII cent.-1375;1_PROSA_BOCCACCIO_DECAMERON;PROSA;Giovanni Boccaccio;Decameron;1370;toscano;queste cose aver fatte a me : e se voi il porrete ben mente nel viso , egli è ancora;mezzo ebbro;. Ma tuttavia , che che egli s ' abbia di me detto , io non voglio che voi il;adj;ebbro;mezzo;1300;ebbro
doc#71;XIII cent.-1375;1_PROSA_BOCCACCIO_DECAMERON;PROSA;Giovanni Boccaccio;Decameron;1370;toscano;"avessi nulla ? "" Disse Buffalmacco : "" Sì , potrestù aver cavelle , non che nulla : tu par";mezzo morto;". "" A Calandrino pareva già aver la febbre ; e ecco Bruno sopravenire , e prima che altro dicesse";adj;morto;mezzo;1300;morto
doc#71;XIII cent.-1375;1_PROSA_BOCCACCIO_DECAMERON;PROSA;Giovanni Boccaccio;Decameron;1370;toscano;quel serbatosi e presone un altro il quale sconciamente magagnato Lidia aveva in mano , a lui doloroso e quasi;mezzo morto;"il mostrarono , dicendo : "" Vedi quello che tu hai tenuto in bocca già è cotanto . "" Egli";adj;morto;mezzo;1300;morto
doc#71;XIII cent.-1375;1_PROSA_BOCCACCIO_DECAMERON;PROSA;Giovanni Boccaccio;Decameron;1370;toscano;"amor di Dio ; ché , se io sapessi pure chi l ' ha avuto , sì mi parrebbe essere";mezzo consolato;". "" "" Or via , "" disse Bruno "" io sono acconcio d ' andare infino a Firenze per";adj;consolato;mezzo;1300;consolato
doc#71;XIII cent.-1375;1_PROSA_BOCCACCIO_DECAMERON;PROSA;Giovanni Boccaccio;Decameron;1370;toscano;perché io nol mi faccia . Chi il saprà ? Egli nol saprà persona mai , e peccato celato è;mezzo perdonato;. Questo caso non avverrà forse mai più : io estimo ch ' egli sia gran senno a pigliarsi del;adj;perdonato;mezzo;1300;perdonato
doc#71;XIII cent.-1375;1_PROSA_BOCCACCIO_DECAMERON;PROSA;Giovanni Boccaccio;Decameron;1370;toscano;bene : per che l ' abate , veggendola averlo ascoltato e dare indugio alla risposta , parendogliele avere già;mezza convertita;, con molte altre parole alle prime continuandosi , avanti che egli ristesse , l ' ebbe nel capo messo;verb;convertire;mezzo;1300;convertita
doc#71;XIII cent.-1375;1_PROSA_BOCCACCIO_DECAMERON;PROSA;Giovanni Boccaccio;Decameron;1370;toscano;che il cappellan le desse e non da altrui , e tornasse di presente a casa . Alla donna pareva;mezzo avere;"inteso ; ma senza altro dire rispose che sì farebbe . Venuta la mattina della pasqua , la donna si";verb;avere;mezzo;1300;avere
doc#53;XIII cent.-1375;1_POES_PETRARCA_CANZONIERE;POESIA;Francesco Petrarca;Canzoniere - Rerum Vulgarium Fragmenta;1374;toscano;stil coll ' altro misto : di che sarebbe Enea turbato et tristo , Achille , Ulixe et gli altri;semidei;, et quel che resse anni cinquantasei sì bene il mondo et quel ch ' ancise Egisto . Quel fior;noun;dio;semi-;1300;dei
doc#106;1376-1532;2_ESP_SIGOLI_VIAGGIO AL MONTE SINAI;ESPOSITIVI;Simone Sigoli;Viaggio al monte Sinai;1390;toscano;"profferte a questo suo compagno . Disse il soldano : "" Or vedi , fratel mio , questa signoria è";mezza mia;e mezza tua , e così voglio che sia , ma ancora ci resta a fare alcuna cosa . Io;poss;mio;mezzo;1300;mia
doc#106;1376-1532;2_ESP_SIGOLI_VIAGGIO AL MONTE SINAI;ESPOSITIVI;Simone Sigoli;Viaggio al monte Sinai;1390;toscano;"suo compagno . Disse il soldano : "" Or vedi , fratel mio , questa signoria è mezza mia e";mezza tua;, e così voglio che sia , ma ancora ci resta a fare alcuna cosa . Io ti prego che;poss;tuo;mezzo;1300;tua
doc#199;1376-1532;2_PROSA_SACCHETTI_TRECENTONOVELLE;PROSA;Franco Sacchetti;Trecentonovelle;1393;toscano;diletto facea erba nella vigna per lo bue nostro , ed elli si levò questo busso , che son quasi;mezza morta;. Berto giugne da un altro lato della piazza , e dice : — Che novella è questa ? che;adj;morto;mezzo;1300;morta
doc#199;1376-1532;2_PROSA_SACCHETTI_TRECENTONOVELLE;PROSA;Franco Sacchetti;Trecentonovelle;1393;toscano;"letto verso lui , gli pigliò il picciuolo , e cominciandolo a rimenare ; il giudice , che già era";mezzo addormentato;, subito destossi , dice : — Oimè , o che fé a costui vu ? Massaleo subito risponde :;adj;addormentato;mezzo;1300;addormentato
doc#199;1376-1532;2_PROSA_SACCHETTI_TRECENTONOVELLE;PROSA;Franco Sacchetti;Trecentonovelle;1393;toscano;e così insino a dì stava in timore credendo veramente che questi fossono demoni dell ' inferno . Levandosi poi;mezzo aombrato;, chiamava Buonamico , dicendo : — Hai tu veduto stanotte quel che io ? Buonamico rispose : — Io;adj;aombrato;mezzo;1300;aombrato
doc#199;1376-1532;2_PROSA_SACCHETTI_TRECENTONOVELLE;PROSA;Franco Sacchetti;Trecentonovelle;1393;toscano;a un letto d ' un suo notaio , e di là entrò sotto la lettiera , essendo già quasi;mezzo armato;. Il popolo ancora si bussava in gran parte con le pugna , ed era per venire a ' ferri;adj;armato;mezzo;1300;armato
doc#199;1376-1532;2_PROSA_SACCHETTI_TRECENTONOVELLE;PROSA;Franco Sacchetti;Trecentonovelle;1393;toscano;"dov ' è il sepolcro del corpo del fiorentino poeta Dante ; e avendo veduto uno antico Crocifisso , quasi";mezzo arso;"e affumicato per la gran quantità della luminaria che vi si ponea ; e veggendo a quello allora molte candele";adj;arso;mezzo;1300;arso
doc#199;1376-1532;2_PROSA_SACCHETTI_TRECENTONOVELLE;PROSA;Franco Sacchetti;Trecentonovelle;1393;toscano;"come voi potrete ; or via , mettete i cavalli qua — ; e avviolli in uno casolare che era";mezzo coperto;"di paglia e mezzo no , e disse : — Acconciateli qui — ; là dove per la strettezza s";adj;coperto;mezzo;1300;coperto
doc#199;1376-1532;2_PROSA_SACCHETTI_TRECENTONOVELLE;PROSA;Franco Sacchetti;Trecentonovelle;1393;toscano;o volete che io cachi in codesta vostra foggia , o voletevi cacare voi ? Disse il maestro Giovanni quasi;mezzo imbiancato;": — Io non voglio né l ' uno né l ' altro ; fatene un altro che diletti questa";adj;imbiancato;mezzo;1300;imbiancato
doc#199;1376-1532;2_PROSA_SACCHETTI_TRECENTONOVELLE;PROSA;Franco Sacchetti;Trecentonovelle;1393;toscano;, perché avea inteso la fama del bando , come uomo poco sperto a questa faccenda , gli parve essere;mezzo impacciato;"; ma pur , presi i geti e lasciata la zappa , s ' avviò verso la sua casa ,";adj;impacciato;mezzo;1300;impacciato
doc#199;1376-1532;2_PROSA_SACCHETTI_TRECENTONOVELLE;PROSA;Franco Sacchetti;Trecentonovelle;1393;toscano;al lupo , che ' l lupo si morì . E non fu però che ' l giovane non rimanesse;mezzo lacero;"; ma pur la fortuna l ' aiutò , ché quanto più avea tenuto forte la coda , più avea";adj;lacero;mezzo;1300;lacero
doc#199;1376-1532;2_PROSA_SACCHETTI_TRECENTONOVELLE;PROSA;Franco Sacchetti;Trecentonovelle;1393;toscano;"avea molto dato per gli fianchi e per le reni ; e per questo tutto era pesto ed era quasi";mezzo morto;. E ritornando alla piazza con la detta brigata , andò alli priori dicendo la novella della detta acqua ,;adj;morto;mezzo;1300;morto
doc#199;1376-1532;2_PROSA_SACCHETTI_TRECENTONOVELLE;PROSA;Franco Sacchetti;Trecentonovelle;1393;toscano;"Rimenate costui al signore sano e salvo — ; e così subito fu fatto . E Gian Sega , quasi";mezzo morto;e per lo combattersi , e per lo fine della morte dove elli era , e per la soperchia allegrezza;adj;morto;mezzo;1300;morto
doc#199;1376-1532;2_PROSA_SACCHETTI_TRECENTONOVELLE;PROSA;Franco Sacchetti;Trecentonovelle;1393;toscano;che disse una volta uno Sanese sul campo di Siena . Passando uno , che era vestito mezzo bianco e;mezzo nero;", tutto da capo infino a piede , eziandio coreggia e scarpette ; e l ' uno disse : """;adj;nero;mezzo;1300;nero
doc#199;1376-1532;2_PROSA_SACCHETTI_TRECENTONOVELLE;PROSA;Franco Sacchetti;Trecentonovelle;1393;toscano;caccialo in terra dal letto , non sappiendolo : credelo avere morto , e in fine trovato il vero ,;mezzo smemorato;si va con Dio . Tanto avea voglia questa contata donna d ' andar drieto al morto marito quanto ebbe;adj;smemorato;mezzo;1300;smemorato
doc#199;1376-1532;2_PROSA_SACCHETTI_TRECENTONOVELLE;PROSA;Franco Sacchetti;Trecentonovelle;1393;toscano;tu aùto ? chi t ' ha assalito ? io credetti che tu fosse stato morto . E quelli ,;mezzo smemorato;, dicea di questa botta . E Berto Folchi verso costoro si volge ancora , e dice : — Che;adj;smemorato;mezzo;1300;smemorato
doc#199;1376-1532;2_PROSA_SACCHETTI_TRECENTONOVELLE;PROSA;Franco Sacchetti;Trecentonovelle;1393;toscano;elli la volea scrivere , l ' argomento che ciascuna facea , e ' l notaio ne parea quasi che;mezzo uscito;"di sé ; e messer Amerigo avea notato e considerato tutti i rapporti del suo notaio . Avvenne per caso";adj;uscito;mezzo;1300;uscito
doc#199;1376-1532;2_PROSA_SACCHETTI_TRECENTONOVELLE;PROSA;Franco Sacchetti;Trecentonovelle;1393;toscano;"tu nel diavolo ; e questo è quello che a me non bisogna altro ad arderti per paterino . Alberto";mezzo uscito;"di sé , domandando misericordia ; dice il vescovo : — Sai tu il Paternostro ? Dice Alberto : —";adj;uscito;mezzo;1300;uscito
doc#199;1376-1532;2_PROSA_SACCHETTI_TRECENTONOVELLE;PROSA;Franco Sacchetti;Trecentonovelle;1393;toscano;suoi piati che la difendessono , e se gli trovava , la forza pascea il prato , mossa da una;mezza disperazione;, si pensò di tenere un modo così fatto . Ella richiese un suo amico vicino che gli dovesse piacere;noun;disperazione;mezzo;1300;disperazione
doc#199;1376-1532;2_PROSA_SACCHETTI_TRECENTONOVELLE;PROSA;Franco Sacchetti;Trecentonovelle;1393;toscano;, fece piacevolmente certo tutti il perché avea partito il cappone per sì fatta forma . E spezialmente con una;mezza piacevolezza;"dimostrò alla matrigna il suo errore ; e partissi e dagli altri e da lei con amore ; come che";noun;piacevolezza;mezzo;1300;piacevolezza
doc#199;1376-1532;2_PROSA_SACCHETTI_TRECENTONOVELLE;PROSA;Franco Sacchetti;Trecentonovelle;1393;toscano;due Genovesi molto puliti e pieni di moscado , come soleano andare , ed erano ancora uomeni assai sollazzevoli ,;mezzi cortigiani;", e facevano spesso certi giuochi da dare diletto a ' signori ; tra gli altri uomeni di corte che";noun;cortigiano;mezzo;1300;cortigiani
doc#199;1376-1532;2_PROSA_SACCHETTI_TRECENTONOVELLE;PROSA;Franco Sacchetti;Trecentonovelle;1393;toscano;seco portasse in scambio dell ' orso . E per avventura trovò a uno dipintore uno cimiero d ' uno;mezzo babbuino;", vestito di giallo con una spada in mano ; e copertamente essendoli recato , disse uno suo giudice :";noun;babbuino;mezzo;1300;babbuino
doc#199;1376-1532;2_PROSA_SACCHETTI_TRECENTONOVELLE;PROSA;Franco Sacchetti;Trecentonovelle;1393;toscano;, e noi alzeremo e faremo grande costui sopra il capo . Ed ebbono trovato uno cimiero d ' un;mezzo orso;"con le zampe rilevate e rampanti , e certe parole che diceano : "" Non ischerzare con l ' orso";noun;orso;mezzo;1300;orso
doc#199;1376-1532;2_PROSA_SACCHETTI_TRECENTONOVELLE;PROSA;Franco Sacchetti;Trecentonovelle;1393;toscano;"nera da piede , fatecela mozzare ; e perché ella sia più corta , non fa forza , che parrete";mezzo uomo;d ' arme . Udendo tante ragioni il judice , e da ogni parte essendo quasi gabbato , prese il;noun;uomo;mezzo;1300;uomo
doc#199;1376-1532;2_PROSA_SACCHETTI_TRECENTONOVELLE;PROSA;Franco Sacchetti;Trecentonovelle;1393;toscano;"al Crocifisso e mai altro che male non mi fece ; e ancora tanta cera veggendoli mettere che è quasi";arso;( così fuss ' elli tutto ) , io gli levai quelli lumi e puosigli al sepolcro di Dante ,;adj;arso;mezzo;1300;arso
doc#199;1376-1532;2_PROSA_SACCHETTI_TRECENTONOVELLE;PROSA;Franco Sacchetti;Trecentonovelle;1393;toscano;ché io sono contento , con questo : che e ' denari , i quali averai da lui , sieno;mezzi tuoi;"e mezzi miei ; e preso che tu mi averai e aùto il pagamento , e io mostrerrò la fine";poss;tuo;mezzo;1300;tuoi
doc#199;1376-1532;2_PROSA_SACCHETTI_TRECENTONOVELLE;PROSA;Franco Sacchetti;Trecentonovelle;1393;toscano;"scotendosi , né biastemò i porci , né disse verso loro alcuna parola ; ma voltosi a ' compagni ,";mezzo sorridendo;, disse : — O non hanno e ' ragione ? ché ho guadagnato a mie ' dì con le;verb;sorridere;mezzo;1300;sorridendo
doc#219;1376-1532;2_TEATRO_BELCARI_RAPPRESENTAZIONE SAN GIOVANNI BATTISTA;TEATRO;Feo Belcari;Rappresentazione di San Giovanni Battista;1439;;si truovi<n > , che altro fare oggi non penso . Vannone tutti a tavola e mangiano e quando hanno;mezzo mangiato;e la Reina manda la Fanciulla a ballare ed ella va e balla una danza poi fa lo inchino al;verb;mangiare;mezzo;1400;mangiato
doc#198;1376-1532;2_PROSA_MASUCCIO SALERNITANO_NOVELLINO;PROSA;Masuccio Salernitano;Il Novellino;1476;napoletano;dirte lo vero , non meno per unicamente amarme che per la sua soverchia bellezza , io ne son devenuto;mezzo matto;, e in manera che dovendome , como tu sai , domani a sera col volere de Dio partire ,;adj;matto;mezzo;1400;matto
doc#198;1376-1532;2_PROSA_MASUCCIO SALERNITANO_NOVELLINO;PROSA;Masuccio Salernitano;Il Novellino;1476;napoletano;altro maiore , e maiormente il spaventò . Il maestro , che ben si accorgeva che ' l bestiolo era;mezzo morto;", non finando de confortarlo e dirli : "" Non temere , parenti , nui lo abbiamo ligato in manera";adj;morto;mezzo;1400;morto
doc#198;1376-1532;2_PROSA_MASUCCIO SALERNITANO_NOVELLINO;PROSA;Masuccio Salernitano;Il Novellino;1476;napoletano;letto alquanto rilevato , cognosciuto in quello esser uomo , tiratigli li panni da dosso , trovorno il misero Salustio;mezzo morto;"; quale da loro cognosciuto , subito como cani da presa l ' appicciorno , e gridando : "" Ecce";adj;morto;mezzo;1400;morto
doc#198;1376-1532;2_PROSA_MASUCCIO SALERNITANO_NOVELLINO;PROSA;Masuccio Salernitano;Il Novellino;1476;napoletano;"como il frate volse , la Viola chiamò piano il fabro ; quale in casa intratogli e trovato il frate";mezzo morto;, dopo multi e diversi debatti , col suo fante sel puosero in spalla e infino al suo convento nel;adj;morto;mezzo;1400;morto
doc#174;1376-1532;2_POES_PULCI_MORGANTE;POESIA;Luigi Pulci;Morgante;1478;toscano;ti può ristorare . - Rinaldo disse : - Molto volentieri , ché tu mi par ' , vecchierel ,;mezzo morto;. - E sùbito si getta del destrieri , perché e ' vi monti e pigliassi conforto . Intanto vien;adj;morto;mezzo;1400;morto
doc#174;1376-1532;2_POES_PULCI_MORGANTE;POESIA;Luigi Pulci;Morgante;1478;toscano;e ' gridò : - Se scacciati hai que ' cani , posami in terra , ch ' io son;mezzo morto;, per Dio , Morgante , e donami conforto . - Morgante in terra posava il fardello , ché non;adj;morto;mezzo;1400;morto
doc#174;1376-1532;2_POES_PULCI_MORGANTE;POESIA;Luigi Pulci;Morgante;1478;toscano;colpa , e ristorarlo aspetto al tempo del figliuol suo degno , ch ' io farò in terra più che;semideo;, dove sarà Ciriffo Calvaneo . Io ho condotto in porto la mia barca : non vo ' più tentare;noun;dio;semi-;1400;deo
doc#178;1376-1532;2_POES_SANNAZZARO_ARCADIA;POESIA;Iacopo Sannazzaro;Arcadia;1504;toscano;intentamente mi piacque di mirare , erano certe Ninfe ignude , le quali dietro un tronco di castagno stavano quasi;mezze nascose;, ridendo di un montone , che per intendere a rodere una ghirlanda di quercia che dinanzi agli occhi gli;adj;nascoso;mezzo;1500;nascose
doc#178;1376-1532;2_POES_SANNAZZARO_ARCADIA;POESIA;Iacopo Sannazzaro;Arcadia;1504;toscano;Montano l ' ultimo pregio , quantunque al tirare stato fosse il primo . A cui Ergasto piacevolmente e quasi;mezzo sorridendo;disse : 34 - Troppo sarebbe oggi stata grande la tua ventura , Montano , se così ne la fionda;verb;sorridere;mezzo;1500;sorridendo
doc#178;1376-1532;2_POES_SANNAZZARO_ARCADIA;POESIA;Iacopo Sannazzaro;Arcadia;1504;toscano;e dopo molti ragionamenti , al nostro Opico voltatosi , il pregò amichevolmente che dovesse cantare . Il quale così;mezzo sorridendo;rispuse : 5 - Figliuol mio , tutte le terrene cose e l ' animo ancora , quantunque celeste sia;verb;sorridere;mezzo;1500;sorridendo
doc#178;1376-1532;2_POES_SANNAZZARO_ARCADIA;POESIA;Iacopo Sannazzaro;Arcadia;1504;toscano;, allentavamo appoco appoco i capi de le maestre funi , quelli calando , Ove quali trovati piangere , quali;semivivi;giacere , in tanta copia ne abondavano , che molte volte fastiditi di ucciderli , e non avendo luogo ove;adj;vivo;semi-;1500;vivi
doc#178;1376-1532;2_POES_SANNAZZARO_ARCADIA;POESIA;Iacopo Sannazzaro;Arcadia;1504;toscano;, o agresti Pani , o Satiri e Silvani , o Fauni e Driadi , Naiadi et Amadriadi , o;semidee;", Oreadi e Napee , or sète sole ; secche son le viole in ogni piaggia : ogni fiera selvaggia";noun;dio;semi-;1500;dee
doc#178;1376-1532;2_POES_SANNAZZARO_ARCADIA;POESIA;Iacopo Sannazzaro;Arcadia;1504;toscano;et oltra a questi , Fauni , Lari , Silvani e Satiri , con tutta la frondosa schiera de ';semidei;, e ' l sommo Aere , e ' l durissimo aspetto de la bruta Terra , i stanti Laghi;noun;dio;semi-;1500;dei
doc#218;1376-1532;2_TEATRO_ARIOSTO_SUPPOSITI;TEATRO;Ludovico Ariosto;I Suppositi;1509;toscano;FERRARESE : Questo avocato , Filogono , Ch ' io vi propongo , non è agli altri simile : È;mezzo santo;. LIZIO : L ' altro mezzo è diavolo , Forse . FILOGONO : Ben dice Lizio . Anch ';adj;santo;mezzo;1500;santo
doc#232;1376-1532;2_TEATRO_MACHIAVELLI_MANDRAGOLA;TEATRO;Niccolò Machiavelli;La Mandragola;1520;toscano;rinascessi . LU . Che non andate ? NI . Tu se ' stamani molto ardita ! Ella pareva iersera;mezza morta;. LU . Egli è la grazia vostra ! SOS . Andate a trovare el frate . Ma e ';adj;morto;mezzo;1500;morta
doc#213;1376-1532;2_TEATRO_ARIOSTO_NEGROMANTE;TEATRO;Ludovico Ariosto;Il Negromante;1520;toscano;sto in gran timor che questo perfido Ce la attacchi , e che già qualche principio Dato abbia , e;mezzo guasto;"sì buon animo . TEMOLO : Ho io ancor questo timor medesimo Per altri segni ; e tra gli altri";adj;guasto;mezzo;1500;guasto
doc#186;1376-1532;2_PROSA_BEMBO_PROSE DELLA VOLGAR LINGUA;PROSA;Pietro Bembo;Prose della volgar lingua;1525;toscano;": Haiti tu sentito stamane cosa niuna ? tu non mi par desso ; e poco dapoi , Tu par";mezzo morto;. La qual voce non da Pajo , che toscana è , ma da Paro , che è straniera ,;adj;morto;mezzo;1500;morto
doc#186;1376-1532;2_PROSA_BEMBO_PROSE DELLA VOLGAR LINGUA;PROSA;Pietro Bembo;Prose della volgar lingua;1525;toscano;delle consonanti , e per conto degli accenti pieno di gravità , nella guisa nella quale esso era più che;mezzo tessuto;, poteva la gravità venire altrui parendo troppo cercata e affettata e generarsene la sazietà , egli lo fornì con;adj;tessuto;mezzo;1500;tessuto
doc#187;1376-1532;2_PROSA_CASTIGLIONE_CORTEGIANO;PROSA;Baldassarre Castiglione;Il Cortegiano;1528;toscano;grazia acquisterà quella virtù eroica , che lo farà eccedere i termini della umanità e dir si potrà più presto;semideo;"che uom mortale ; perché Dio si diletta ed è protettor di que ' prìncipi che vogliono imitarlo non col";noun;dio;semi-;1500;deo
doc#196;1376-1532;2_PROSA_MACHIAVELLI_DISCORSO SULLA DECA DI TITO LIVIO;PROSA;Niccolò Machiavelli;Discorso sulla deca di Tito Livio;1531;toscano;viltà e di sommissione per muoverlo a compassione . Alla quale infelicità pervennono in quattro giorni , e dopo una;mezza rotta;: perché , avendo combattuto il loro esercito , nel ritirarsi venne a combattere ed essere oppresso circa la metà;adj;rotto;mezzo;1500;rotta
doc#196;1376-1532;2_PROSA_MACHIAVELLI_DISCORSO SULLA DECA DI TITO LIVIO;PROSA;Niccolò Machiavelli;Discorso sulla deca di Tito Livio;1531;toscano;una monarchia simile alla romana . Dipoi , come la buona sorte gli abbandonò e ch ' egli ebbono una;mezza rotta;a Vailà , dal re di Francia , perderono non solamente tutto lo stato loro per ribellione , ma buona;adj;rotto;mezzo;1500;rotta
doc#196;1376-1532;2_PROSA_MACHIAVELLI_DISCORSO SULLA DECA DI TITO LIVIO;PROSA;Niccolò Machiavelli;Discorso sulla deca di Tito Livio;1531;toscano;uno e dell ' altro : e venuta la notte , sendo l ' uno e l ' altro esercito;mezzo rotto;", non ritornò alcuno di loro ne ' suoi alloggiamenti ; anzi ciascuno si ritrasse ne ' prossimi colli ,";adj;rotto;mezzo;1500;rotto
doc#196;1376-1532;2_PROSA_MACHIAVELLI_DISCORSO SULLA DECA DI TITO LIVIO;PROSA;Niccolò Machiavelli;Discorso sulla deca di Tito Livio;1531;toscano;uno e dell ' altro : e venuta la notte , sendo l ' uno e l ' altro esercito;mezzo rotto;", non ritornò alcuno di loro ne ' suoi alloggiamenti ; anzi ciascuno si ritrasse ne ' prossimi colli ,";adj;rotto;mezzo;1500;rotto
doc#135;1376-1532;2_POES_ARIOSTO_ORLANDO FURIOSO;POESIA;Ludovico Ariosto;Orlando furioso;1532;tosco-emiliano;"son venuto la nuova a portare "" . Ginevra , sbigottita e in viso smorta , rimase a quello annunzio";mezza morta;. 60 Oh Dio , che disse e fece , poi che sola si ritrovò nel suo fidato letto !;adj;morto;mezzo;1500;morta
doc#135;1376-1532;2_POES_ARIOSTO_ORLANDO FURIOSO;POESIA;Ludovico Ariosto;Orlando furioso;1532;tosco-emiliano;"cibo che l ' è mostro la bestia orrenda ; e l ' intervallo è corto . La donna è";mezza morta;"di paura ; né per conforto altrui si rassicura . 101 Tenea Ruggier la lancia non in resta , ma";adj;morto;mezzo;1500;morta
doc#135;1376-1532;2_POES_ARIOSTO_ORLANDO FURIOSO;POESIA;Ludovico Ariosto;Orlando furioso;1532;tosco-emiliano;l popul suo viva contento . 46 Ercole or vien , ch ' al suo vicin rinfaccia , col piè;mezzo arso;e con quei debol passi , come a Budrio col petto e con la faccia il campo volto in fuga;adj;arso;mezzo;1500;arso
doc#135;1376-1532;2_POES_ARIOSTO_ORLANDO FURIOSO;POESIA;Ludovico Ariosto;Orlando furioso;1532;tosco-emiliano;ne l ' ora che le chiome gialle la bella Aurora avea spiegate al Sole , mezzo scoperto ancora e;mezzo ascoso;, non senza sdegno di Titon geloso . 33 Fattosi appresso al nudo scoglio , quanto potria gagliarda man gittare;adj;ascoso;mezzo;1500;ascoso
doc#135;1376-1532;2_POES_ARIOSTO_ORLANDO FURIOSO;POESIA;Ludovico Ariosto;Orlando furioso;1532;tosco-emiliano;all ' ora ch ' a riposo la fredda notte ogni animale alletta , vedendo il sol già basso e;mezzo ascoso;", comminciò a cavalcar con maggior fretta ; tanto ch ' udì sonar zuffoli e canne , e vide poi";adj;ascoso;mezzo;1500;ascoso
doc#135;1376-1532;2_POES_ARIOSTO_ORLANDO FURIOSO;POESIA;Ludovico Ariosto;Orlando furioso;1532;tosco-emiliano;dentro il fe ' restare il gran rumor che si sentì nel mare . 100 Ecco apparir lo smisurato mostro;mezzo ascoso;ne l ' onda e mezzo sorto . Come sospinto suol da borea o d ' ostro venir lungo navilio;adj;ascoso;mezzo;1500;ascoso
doc#135;1376-1532;2_POES_ARIOSTO_ORLANDO FURIOSO;POESIA;Ludovico Ariosto;Orlando furioso;1532;tosco-emiliano;' era dal re Marsilio suo troppo disgiunto , quando vide fuggir quella bandiera , e l ' esercito suo;mezzo consunto;", spronò il cavallo , e dove ardea più fiera la battaglia , lo spinse ; e arrivò a punto";adj;consunto;mezzo;1500;consunto
doc#135;1376-1532;2_POES_ARIOSTO_ORLANDO FURIOSO;POESIA;Ludovico Ariosto;Orlando furioso;1532;tosco-emiliano;"braccio avea lo scudo ; e più leggier correa per la foresta , ch ' al pallio rosso il villan";mezzo ignudo;. Timida pastorella mai sì presta non volse piede inanzi a serpe crudo , come Angelica tosto il freno torse;adj;nudo;mezzo;1500;ignudo
doc#135;1376-1532;2_POES_ARIOSTO_ORLANDO FURIOSO;POESIA;Ludovico Ariosto;Orlando furioso;1532;tosco-emiliano;né riaver lo puote se non ismosso , e de lo star che tanto gli fece il destrier sopra ,;mezzo infranto;: 17 e se ' l cognato non venìa ad aitarlo ( sì come lacrimoso era e dolente ) ,;adj;infranto;mezzo;1500;infranto
doc#135;1376-1532;2_POES_ARIOSTO_ORLANDO FURIOSO;POESIA;Ludovico Ariosto;Orlando furioso;1532;tosco-emiliano;prima gli porse , che gli ebbe il brando e dipoi l ' elmo tolto . De l ' acqua;mezzo morto;il trasse , e porre con molti altri lo fe ' ne la sua torre . 76 Fu ne la;adj;morto;mezzo;1500;morto
