docnumber;period;title;genre;author;title2;year;variety;left;kwic;right;pos_base;lemma_base;construction;cent;form_base
doc#547;1841-1947;5_PROSA_D'ANNUNZIO_NOVELLE DELLA PESCARA;PROSA;Gabriele D'annunzio;Le novelle della Pescara;1902;;ritmico presero a percuotere il pavimento . Il gran ventre tremolava floscio su le ginocchia , simile a un otre;mezzo vuoto;. Allora il duca disse al Mazzagrogna : - Giovanni , a te ! E quegli , con un gesto;adj;vuoto;mezzo;1900;vuoto
doc#547;1841-1947;5_PROSA_D'ANNUNZIO_NOVELLE DELLA PESCARA;PROSA;Gabriele D'annunzio;Le novelle della Pescara;1902;;aumentavano , e salivan più alto dell ' incendio . I servi , pazzi di terrore e di dolore ,;mezzo riarsi;", si precipitavano dalle finestre e venivano a cadere morti sul suolo ; o mal vivi , ed eran finiti";adj;riarso;mezzo;1900;riarsi
doc#547;1841-1947;5_PROSA_D'ANNUNZIO_NOVELLE DELLA PESCARA;PROSA;Gabriele D'annunzio;Le novelle della Pescara;1902;;sensi . Ella teneva la testa appoggiata alla parete : i capelli le empivano tutto il collo , dalla bocca;semiaperta;"le usciva la respirazione lenta e regolare . Così ella era bella ; e nulla in lei era più voluttuoso";adj;aperto;semi-;1900;aperta
doc#547;1841-1947;5_PROSA_D'ANNUNZIO_NOVELLE DELLA PESCARA;PROSA;Gabriele D'annunzio;Le novelle della Pescara;1902;;la testa quasi nuda di capelli , la faccia d ' un colore quasi ceruleo , ove le palpebre erano;semichiuse;sopra gli occhi vischiosi e le narici parevano annerite dal fumo . Ella faceva con le mani scarne piccoli gesti;adj;chiuso;semi-;1900;chiuse
doc#547;1841-1947;5_PROSA_D'ANNUNZIO_NOVELLE DELLA PESCARA;PROSA;Gabriele D'annunzio;Le novelle della Pescara;1902;;si distese lunga sul letto , lasciò che tutta quella molle nevicata le scendesse sopra lentamente . Teneva gli occhi;semichiusi;"per prolungare la dolcezza ; e a mano a mano che il sopore la invadeva , si sentiva come sommergere";adj;chiuso;semi-;1900;chiusi
doc#547;1841-1947;5_PROSA_D'ANNUNZIO_NOVELLE DELLA PESCARA;PROSA;Gabriele D'annunzio;Le novelle della Pescara;1902;;con le palme , a ' piedi del letto . Rosa Catena stava ritta , accanto , con un occhio;semichiuso;da cui le colava di continuo un liquido giallognolo e con l ' altro occhio cieco e bianco per un;adj;chiuso;semi-;1900;chiuso
doc#547;1841-1947;5_PROSA_D'ANNUNZIO_NOVELLE DELLA PESCARA;PROSA;Gabriele D'annunzio;Le novelle della Pescara;1902;;, si lasciò allettare da un mucchio di olivi messi in salita a sinistra . Passavano quattro o cinque zingari;seminudi;, bronzini , con amuleti luccicanti sul petto , a cavalcioni di certi asini rossastri . Uno di loro fischiava;adj;nudo;semi-;1900;nudi
doc#547;1841-1947;5_PROSA_D'ANNUNZIO_NOVELLE DELLA PESCARA;PROSA;Gabriele D'annunzio;Le novelle della Pescara;1902;;lentezza , ascoltando le spiegazioni . Ed ella vide Adamo ed Eva tra le lepri ed i cervi , Noè;seminudo;"inginocchiato innanzi a un altare , i tre angeli di Abramo , Mosè salvato dalle acque ; vide con gioia";adj;nudo;semi-;1900;nudo
doc#547;1841-1947;5_PROSA_D'ANNUNZIO_NOVELLE DELLA PESCARA;PROSA;Gabriele D'annunzio;Le novelle della Pescara;1902;;del Paradiso . Il pensiero della morte o del pericolo dava un indicibile terrore a quel vecchio paralitico , già;semispento;, in cui gli ultimi guizzi della vita eran si dolorosi . Egli non voleva morire . - Luigi !;adj;spento;semi-;1900;spento
doc#536;1841-1947;5_POES_PASCOLI_PRIMI POEMETTI;POESIA;Giovanni Pascoli;Primi poemetti;1904;;""" "" Gesù ! che ho fatto tardi col rosume . . . "" E negli stecchi ella soffiò ,";mezzo arsi;"; e le sue rughe apparvero al barlume . E raccattava , senza ancor voltarsi , tutta sgomenta , avanti";adj;arso;mezzo;1900;arsi
doc#533;1841-1947;5_POES_PASCOLI_ODI E INNI;POESIA;Giovanni Pascoli;Odi e inni;1906;;"Sole ; e sangue rosso piove nella penombra , a man a man che sali , degli astri attorno al";semispento;Giove . II O tu , ricordi questa terra nera ? Volgono appena otto anni tuoi , da quando tu;adj;spento;semi-;1900;spento
doc#478;1841-1947;5_ESP_LIMENTANI_LA PREVISIONE DEI FATTI SOCIALI;ESPOSITIVI;Ludovico Limentani;La previsione dei fatti sociali;1907;;"voglio morire per l ' impazienza o per avere pregustato le gioie promessemi "" . Una gioia preveduta è una";mezza gioia;: il nostro dominio dell ' avvenire sta in gran parte nel fatto che noi lo ignoriamo o possiamo intravederne;noun;gioia;mezzo;1900;gioia
doc#524;1841-1947;5_POES_GOZZANO_LA VIA DEL RIFUGIO;POESIA;Guido Gozzano;La via del rifugio;1907;;non è che s ' avventuri un ' altra volta e cinga di tripudi un ' altra volta i rami;seminudi;, tutti raggiando questi cieli puri ? Madre Terra sei tu che trasfiguri la vigilia dei giorni foschi e crudi;adj;nudo;semi-;1900;nudi
doc#478;1841-1947;5_ESP_LIMENTANI_LA PREVISIONE DEI FATTI SOCIALI;ESPOSITIVI;Ludovico Limentani;La previsione dei fatti sociali;1907;;forme sociali piÃ¹ basse , cioÃ¨ i popoli barbari ,;semi-barbari;e selvaggi . Il metodo Ã¨ sovente fecondissimo di buoni;adj;barbaro;semi-;1900;barbari
doc#478;1841-1947;5_ESP_LIMENTANI_LA PREVISIONE DEI FATTI SOCIALI;ESPOSITIVI;Ludovico Limentani;La previsione dei fatti sociali;1907;;, svolto molto meno compiutamente , di determinare un ritmo;semi-millennario;nella storia della umanitÃ  . Il Ferrari moveva tuttavia nella;adj;#VALUE!;semi-;1900;millennario
doc#498;1841-1947;5_PERS_GUERRINI_BRANI DI VITA;PERSONALI;Olindo Guerrini;Brani di vita;1908;;faceva sospettare un accusatore in ogni conoscente che rivedevamo . Io poi , che tornavo con una volgare lussazione già;mezzo guarita;"! Altri almeno poteva mostrare con orgoglio le cicatrici del proprio dovere ; io ritornavo a casa ingrassato ! E";adj;guarito;mezzo;1900;guarita
doc#498;1841-1947;5_PERS_GUERRINI_BRANI DI VITA;PERSONALI;Olindo Guerrini;Brani di vita;1908;;, bruno di pelle e di capelli , lucido in viso come fosse unto . Si avvicinò mezzo sorridendo e;mezzo imbarazzato;, ed al mio invito di sedersi , rispose con un gesto negativo , risoluto e forte come la sua;adj;imbarazzato;mezzo;1900;imbarazzato
doc#498;1841-1947;5_PERS_GUERRINI_BRANI DI VITA;PERSONALI;Olindo Guerrini;Brani di vita;1908;;Vittorelli che canta Maria come l ' Irene delle sue anacreontiche , vale a dire con un sensualismo incipriato ,;mezzo mondano;e mezzo biblico . E queste due quartine di un sonetto a Maria , ricordano , dice il Carducci ,;adj;mondano;mezzo;1900;mondano
doc#498;1841-1947;5_PERS_GUERRINI_BRANI DI VITA;PERSONALI;Olindo Guerrini;Brani di vita;1908;;valle . Che calma solenne ! Proprio il silenzio dell ' ora meridiana . Pareva che le case sonnecchiassero ,;mezzo nascoste;dagli alberi , e nella strada bianca che serpeggia lungo il fiume non si vedea muover nulla . L ';adj;nascosto;mezzo;1900;nascoste
doc#498;1841-1947;5_PERS_GUERRINI_BRANI DI VITA;PERSONALI;Olindo Guerrini;Brani di vita;1908;;, come allora in Francia , non resta che la separazione civile , uno de ' più insufficienti e ridicoli;mezzi termini;che siano usciti dai cervelli rammolliti de ' dottrinari . Per l ' adulterio non c ' è altra pena;noun;termine;mezzo;1900;termini
doc#498;1841-1947;5_PERS_GUERRINI_BRANI DI VITA;PERSONALI;Olindo Guerrini;Brani di vita;1908;;materiali di una futura confessione . Padre Romualdo l ' avrà assolta , ma a me è sempre rimasto un;mezzo rimorso;. Mi pare che il sorprendere così i segreti di una signora non sia troppo delicato . Raccontarveli , poi;noun;rimorso;mezzo;1900;rimorso
doc#498;1841-1947;5_PERS_GUERRINI_BRANI DI VITA;PERSONALI;Olindo Guerrini;Brani di vita;1908;;un uomo robusto , bruno di pelle e di capelli , lucido in viso come fosse unto . Si avvicinò;mezzo sorridendo;e mezzo imbarazzato , ed al mio invito di sedersi , rispose con un gesto negativo , risoluto e forte;verb;sorridere;mezzo;1900;sorridendo
doc#498;1841-1947;5_PERS_GUERRINI_BRANI DI VITA;PERSONALI;Olindo Guerrini;Brani di vita;1908;;dei colori striduli e violenti dei figurinai ed illuminate da sotto in su dai moccoli fumiganti . Dall ' uscio;semiaperto;si udiva l ' acciottolio dei piatti , sintomo dell ' imminente desinare , annunziato del resto anche da un;adj;aperto;semi-;1900;aperto
doc#498;1841-1947;5_PERS_GUERRINI_BRANI DI VITA;PERSONALI;Olindo Guerrini;Brani di vita;1908;;tanto bene l ' anno passato . La sera , la bibliotecaria era già in letto e sorrideva cogli occhi;semichiusi;. Il bibliotecario in abbigliamento molto leggero . . . molto beduino , puntò il ginocchio sul letto per saltarvi;adj;chiuso;semi-;1900;chiusi
doc#498;1841-1947;5_PERS_GUERRINI_BRANI DI VITA;PERSONALI;Olindo Guerrini;Brani di vita;1908;;non belle cose che taccio , consigliano il silenzio . Dico solo questa , che Tapioca , l ' Esquimese;semicivilizzato;, mangia colle dita e si pulisce il naso . . . Il resto lo dirò un ' altra volta;adj;civilizzato;semi-;1900;civilizzato
doc#498;1841-1947;5_PERS_GUERRINI_BRANI DI VITA;PERSONALI;Olindo Guerrini;Brani di vita;1908;;il cappello a staio ed un alto cravattone bianco , bimbi mascherati da uomini , ci conducevano sempre per vie;semideserte;di dove il Pontefice doveva passare . Benedetti e ribenedetti da quei crocioni che di italiani erano diventati austriaci ,;adj;deserto;semi-;1900;deserte
doc#498;1841-1947;5_PERS_GUERRINI_BRANI DI VITA;PERSONALI;Olindo Guerrini;Brani di vita;1908;;nelle laide forme della sua donna iraconda . Ed ora travedeva , così in barlume , nella nebbia della coscienza;semispenta;, la miseria propria e la stoltezza di chi aveva affidato alla sua ignoranza supina ed alla sua intransigenza di;adj;spento;semi-;1900;spenta
doc#498;1841-1947;5_PERS_GUERRINI_BRANI DI VITA;PERSONALI;Olindo Guerrini;Brani di vita;1908;;una desolazione squallida , di una aridità grigia da non invidiare il deserto . Ci pareva di camminare sulle ceneri;semispente;di un focolare , e nell ' aria secca ed infocata , il riflesso del sole accecava e le ombre;adj;spento;semi-;1900;spente
doc#532;1841-1947;5_POES_PASCOLI_NUOVI POEMETTI;POESIA;Giovanni Pascoli;Nuovi poemetti;1909;;' ombra , d ' un sorriso di stella e d ' una goccia di rugiada . . . O;mezzo aperta;come chi non osa , o pratellina pallida e confusa , che sei dovunque l ' occhio mio si posa;adj;aperto;mezzo;1900;aperta
doc#532;1841-1947;5_POES_PASCOLI_NUOVI POEMETTI;POESIA;Giovanni Pascoli;Nuovi poemetti;1909;;. - II Così staccavi la dolce uva , alfine , co ' tuoi vicini , ché i vicini sono;mezzo parenti;, e con le tue vicine , o Rigo . Il tempo era da un pezzo al buono , e;noun;parenti;mezzo;1900;parenti
doc#532;1841-1947;5_POES_PASCOLI_NUOVI POEMETTI;POESIA;Giovanni Pascoli;Nuovi poemetti;1909;;villaggio lontano , a quelle di lassù confusa : udì lontano un dolce suon selvaggio . Laggiù da una capanna;semichiusa;veniva il suono per la notte pura , il dolce suono d ' una cornamusa . E risonava tutta la;adj;chiuso;semi-;1900;chiusa
doc#545;1841-1947;5_PROSA_D'ANNUNZIO_FORSE CHE SÌ FORSE CHE NO;PROSA;Gabriele D'annunzio;Forse che sì forse che no;1910;;#NAME?;mezza morta;", voleva dislacciarla ; ma quella , con le poche forze che le rimanevano , resistette finché spirò . Allora";adj;morto;mezzo;1900;morta
doc#489;1841-1947;5_PERS_ABBA_CRONACHE A MEMORIA;PERSONALI;Giuseppe Cesare Abba;Cronache a memoria;1910;;e ancora l ' aveva incaricato di spartirseli coi vecchi generali che sarebbero stati suoi luogotenenti . I soldati erano;mezzo nudi;, pasciuti appena da reggersi ritti , mandati alla guerra da un governo che , per bocca del giovane generale;adj;nudo;mezzo;1900;nudi
doc#545;1841-1947;5_PROSA_D'ANNUNZIO_FORSE CHE SÌ FORSE CHE NO;PROSA;Gabriele D'annunzio;Forse che sì forse che no;1910;;d ' argento alle caviglie , quando si mosse per andare verso le due grandi statue levigate di diorite già;mezzo sepolte;sotto i fiori . Una rosa le cadde giù pel suo panno azzurro , su le lastre che riflettevano i;adj;sepolto;mezzo;1900;sepolte
doc#489;1841-1947;5_PERS_ABBA_CRONACHE A MEMORIA;PERSONALI;Giuseppe Cesare Abba;Cronache a memoria;1910;;quel 13 vendemmiatore cominciò la sua fortuna . Erano passati i tempi della povertà , delle angustiose peripezie , delle;mezze cadute;, da cui però si era sempre rialzato da sé , o s ' era imbattuto in chi lo aveva;noun;caduto;mezzo;1900;cadute
doc#545;1841-1947;5_PROSA_D'ANNUNZIO_FORSE CHE SÌ FORSE CHE NO;PROSA;Gabriele D'annunzio;Forse che sì forse che no;1910;;e di frassino già crepitanti come sermenti . Divampava nella rapidità l ' incendio , scoppiando le fiamme dalle valvole;semiaperte;. Come una grande falarica avvolta di stracci intrisi in olio incendiario , scagliata dalla corda della balista , l;adj;aperto;semi-;1900;aperte
doc#545;1841-1947;5_PROSA_D'ANNUNZIO_FORSE CHE SÌ FORSE CHE NO;PROSA;Gabriele D'annunzio;Forse che sì forse che no;1910;;, adagiate su i coperchi quadrilunghi , poggiate sul cubito manco , le figure obese dei defunti dal grosso labbro;semiaperto;erano in pace , con nella destra la patera il flabello le tavolette . Ma tutte quelle mani sinistre poste;adj;aperto;semi-;1900;aperto
doc#545;1841-1947;5_PROSA_D'ANNUNZIO_FORSE CHE SÌ FORSE CHE NO;PROSA;Gabriele D'annunzio;Forse che sì forse che no;1910;;figure adagiate su i coperchi quadrilunghi , poggiate sul cubito manco , le figure obese dei defunti dal grosso labbro;semiaperto;erano in pace , con nella destra la pàtera il flabello le tavolette . Ma su per i pilastri ma;adj;aperto;semi-;1900;aperto
doc#545;1841-1947;5_PROSA_D'ANNUNZIO_FORSE CHE SÌ FORSE CHE NO;PROSA;Gabriele D'annunzio;Forse che sì forse che no;1910;;riempiva l ' orecchio , il collo , la clavicola , le cellette sottostanti del radiatore contorto , un pugno;semichiuso;. Chinandosi un medico sul petto per ascoltare il cuore che non batteva più , sentì contro la guancia prona;adj;chiuso;semi-;1900;chiuso
doc#545;1841-1947;5_PROSA_D'ANNUNZIO_FORSE CHE SÌ FORSE CHE NO;PROSA;Gabriele D'annunzio;Forse che sì forse che no;1910;;braccia l ' impronta delle tenaglie . Non gridò , non si lamentò . Poggiandosi sopra un fianco , alenava;seminuda;"; e sotto le ciglia aggrottate il suo sguardo ardente era inesplicabile . Le narici le palpitavano come all '";adj;nudo;semi-;1900;nuda
doc#545;1841-1947;5_PROSA_D'ANNUNZIO_FORSE CHE SÌ FORSE CHE NO;PROSA;Gabriele D'annunzio;Forse che sì forse che no;1910;;- Quanto poco pesa la grande Isabella ! E , così reggendola , sporse le labbra verso la mammella ancor;seminuda;della leonessa . Allora entrarono in una felicità inaudita . Deposero le armi , guarirono d ' ogni male ,;adj;nudo;semi-;1900;nuda
doc#545;1841-1947;5_PROSA_D'ANNUNZIO_FORSE CHE SÌ FORSE CHE NO;PROSA;Gabriele D'annunzio;Forse che sì forse che no;1910;;rivedere il cavallo bianco . - Ah , se ne ricorda sempre ? Ora prendo le chiavi . Una bambina;seminuda;tirò la donna pel grembiule e barbugliò : - Mamma , c ' è il pazzo . La donna soggiunse;adj;nudo;semi-;1900;nuda
doc#545;1841-1947;5_PROSA_D'ANNUNZIO_FORSE CHE SÌ FORSE CHE NO;PROSA;Gabriele D'annunzio;Forse che sì forse che no;1910;;e tre , e lo scarabillo suoni sempre suoni sempre ! ' Paolo la rivide apparire su la terrazza ,;seminuda;nella sciarpa lunare , con la stella cilestrina in mezzo alla fronte , recando la cosa ignota avviluppata nel pezzo;adj;nudo;semi-;1900;nuda
doc#545;1841-1947;5_PROSA_D'ANNUNZIO_FORSE CHE SÌ FORSE CHE NO;PROSA;Gabriele D'annunzio;Forse che sì forse che no;1910;;uno scroscio di applausi . Alle mura e alle colonne pendevano imagini di pugilatori giganteschi in atto di combattere ,;seminudi;, coi pugni armati di guanti enormi . Entrò in una vasta sala gremita , afosa di mille petti anelanti;adj;nudo;semi-;1900;nudi
doc#545;1841-1947;5_PROSA_D'ANNUNZIO_FORSE CHE SÌ FORSE CHE NO;PROSA;Gabriele D'annunzio;Forse che sì forse che no;1910;;. . . Egli temeva di guardarla . Teneva il suo capo fra le palme , e guardava il fuoco;semispento;nel camino . - Potevo io vincere ? Quella notte ella aveva detto : ' L ' amore più forte;adj;spento;semi-;1900;spento
doc#545;1841-1947;5_PROSA_D'ANNUNZIO_FORSE CHE SÌ FORSE CHE NO;PROSA;Gabriele D'annunzio;Forse che sì forse che no;1910;;. Tutto il resto vanì , fu abolito . Il martirio confessato di quella creatura non valse più del tizzo;semispento;su gli alari . L ' istinto fermo del maschio s ' impadronì di quell ' uomo attossicato . Vana;adj;spento;semi-;1900;spento
doc#527;1841-1947;5_POES_MARINETTI_L'AEROPLANO DEL PAPA;POESIA;Tommaso Marinetti;L'aeroplano del Papa;1912;;, ricaccian nella loro gola ingombra il sordo rotolìo dei cannoni pesanti . In quella cupa prateria , sul ventre;semiaperto;d ' un carro , un nero profilo si china , inzaccherato di rosa dalla fiamma d ' una candela;adj;aperto;semi-;1900;aperto
doc#527;1841-1947;5_POES_MARINETTI_L'AEROPLANO DEL PAPA;POESIA;Tommaso Marinetti;L'aeroplano del Papa;1912;;! Ci divertiremo con lui tutta notte ! . . . Non dormiremo . Berremo e canteremo , con donne;seminude;sulle ginocchia ! Birra ! Birra , padrona ! La birra ha il sapore rinfrescante e grasso del sangue austriaco;adj;nudo;semi-;1900;nude
doc#535;1841-1947;5_POES_PASCOLI_POEMI DEL RISORGIMENTO;POESIA;Giovanni Pascoli;Poemi del risorgimento;1913;;nel tempio della Pace butteri all ' ombra delle rosse arcate . E si trovò presso un ' immensa mole;semisepolta;, rotta , ispida , sola . E un eremita come in un deserto , v ' era , e;adj;sepolto;semi-;1900;sepolta
doc#535;1841-1947;5_POES_PASCOLI_POEMI DEL RISORGIMENTO;POESIA;Giovanni Pascoli;Poemi del risorgimento;1913;;seminò , ti sotterrò nel mondo . Tu sotto i templi e sotto l ' are e sotto gli anfiteatri;semiruinati;ti trovi e sotto l ' ardue terme , infrante presso le nubi . Te nel cor le sponde sentirono;adj;rovinato;semi-;1900;ruinati
doc#535;1841-1947;5_POES_PASCOLI_POEMI DEL RISORGIMENTO;POESIA;Giovanni Pascoli;Poemi del risorgimento;1913;;tuo nome mille eroi due navi salgono , e vanno all ' isola che porta chiare di dei , di;semidei;", le traccie . Rossa la veste dei remigatori divini ; capo era il divino Ulisse . E tu combatti";noun;dio;semi-;1900;dei
doc#585;1841-1947;5_TEATRO_PIRANDELLO_LA GIARA;TEATRO;Luigi Pirandello;La giara;1917;;altro , su cui già era incollato un cartellino con la scritta Feretro . Un vecchio facchino della stazione ,;mezzo sciancato;e asmatico , venne col pentolino della colla ad attaccare anche sul carro dell ' on . Ramberti lo stesso;adj;sciancato;mezzo;1900;sciancato
doc#585;1841-1947;5_TEATRO_PIRANDELLO_LA GIARA;TEATRO;Luigi Pirandello;La giara;1917;;, in quegli occhi brillanti , in quei capelli riccioluti , sempre arruffati , era rimasta ragazza , una ragazza;mezzo selvaggia;", irriducibile a ogni principio d ' esperienza e di cultura . Era stata a scuola , da bambina ;";adj;selvaggio;mezzo;1900;selvaggia
doc#585;1841-1947;5_TEATRO_PIRANDELLO_LA GIARA;TEATRO;Luigi Pirandello;La giara;1917;;teso all ' angolo della bocca , rimase a mirare in silenzio la lapide del marito , mentre una rosa;mezzo sfogliata;accanto alla colonnina , tentennando appena sul gambo a un soffio di vento , pareva crollasse il capo amaramente per;adj;sfogliato;mezzo;1900;sfogliata
doc#585;1841-1947;5_TEATRO_PIRANDELLO_LA GIARA;TEATRO;Luigi Pirandello;La giara;1917;;onorarii agli avvocati , citando questo , citando quello e pagando sempre le spese per tutti , s ' era;mezzo rovinato;. Dicevano che il suo consulente legale , stanco di vederselo comparire davanti due o tre volte la settimana ,;verb;rovinare;mezzo;1900;rovinato
doc#585;1841-1947;5_TEATRO_PIRANDELLO_LA GIARA;TEATRO;Luigi Pirandello;La giara;1917;;soffocasse , abbandonato su i guanciali ammontati , l ' on . Costanzo Ramberti guardava , attraverso le gonfie palpebre;semichiuse;, il raggio di sole che , entrando dalla finestra , gli si stendeva su le gambe e indorava la;adj;chiuso;semi-;1900;chiuse
doc#558;1841-1947;5_PROSA_TOZZI_CON GLI OCCHI CHIUSI;PROSA;Federigo Tozzi;Con gli occhi chiusi;1919;;": "" Con quelle braccia ! "" . Disse Ceccaccio : "" Fate lesti , figlioli "" . Dalla porta";mezza aperta;si vedeva la strada . E passò una giovine . Ceccaccio la chiamò , con un fischio . Disse Pipi;adj;aperto;mezzo;1900;aperta
doc#558;1841-1947;5_PROSA_TOZZI_CON GLI OCCHI CHIUSI;PROSA;Federigo Tozzi;Con gli occhi chiusi;1919;;"; e si allontanò per distrarsi , vergognandosi . La mattina dell´esequie s´era dimenticato di tutto , quando intravide dall´uscio";mezzo aperto;il padre che gli si avvicinava . Ebbe , senza spiegarsi il perché , paura d´esser percosso a sangue .;adj;aperto;mezzo;1900;aperto
doc#558;1841-1947;5_PROSA_TOZZI_CON GLI OCCHI CHIUSI;PROSA;Federigo Tozzi;Con gli occhi chiusi;1919;;"; ma poi tornò a dietro , sorreggendosi con un gomito lungo il muro , come torna indietro un topo";mezzo schiacciato;dal colpo avuto . Per non soccombere alla sensazione che Pietro aveva di perdere l´equilibrio , dopo essersi sentito afferrare;adj;schiacciato;mezzo;1900;schiacciato
doc#558;1841-1947;5_PROSA_TOZZI_CON GLI OCCHI CHIUSI;PROSA;Federigo Tozzi;Con gli occhi chiusi;1919;;"; tutta stesa in avanti ; come quegli animali che hanno avuto una calcagnata sul capo ; con gli occhi";mezzo schiusi;e pieni ancora di vita , con il viso un poco contratto , quasi che le rincrescesse della sua morte;adj;schiuso;mezzo;1900;schiusi
doc#558;1841-1947;5_PROSA_TOZZI_CON GLI OCCHI CHIUSI;PROSA;Federigo Tozzi;Con gli occhi chiusi;1919;;con il denaro , aveva portato un fiasco del suo buon vino . E , il primo giorno , quella;mezza sbornia;mise tutti d´accordo . Ma Ghìsola non se la sentiva di faticare come le sorelle , che la chiamavano tra;noun;sbornia;mezzo;1900;sbornia
doc#558;1841-1947;5_PROSA_TOZZI_CON GLI OCCHI CHIUSI;PROSA;Federigo Tozzi;Con gli occhi chiusi;1919;;a Radda , figliola di una delle sorelle di Rebecca . Giacco e Masa non buttavano via né meno un;mezzo chiodo;arrugginito . Giacco aveva i calzoni di frustagno verde così sparsi di toppe che della prima stoffa rimaneva solamente qualche;noun;chiodo;mezzo;1900;chiodo
doc#558;1841-1947;5_PROSA_TOZZI_CON GLI OCCHI CHIUSI;PROSA;Federigo Tozzi;Con gli occhi chiusi;1919;;"svignandosela senza né meno ascoltarla . Anna ci piangeva , dicendolo a Rebecca ; che le domandava , con un";mezzo sorriso;": "" Ma perché se la prende così ? "" . E siccome glielo aveva allattato e desiderava che fosse";noun;sorriso;mezzo;1900;sorriso
doc#558;1841-1947;5_PROSA_TOZZI_CON GLI OCCHI CHIUSI;PROSA;Federigo Tozzi;Con gli occhi chiusi;1919;;"; e i cipressi di Torre al Gallo su nell´aria con una immobilità dolcissima . Di qua d´Arno le botteghe";semichiuse;", arse dal sole , con l´ombra troppo calda delle loro tende corte ; con le strade che entravano ,";adj;chiuso;semi-;1900;chiuse
doc#588;1841-1947;5_TEATRO_PIRANDELLO_SEI PERSONAGGI;TEATRO;Luigi Pirandello;Sei personaggi in cerca d'autore;1921;;Attori scoppieranno a ridere fragorosamente . La figliastra ( ridendo anche lei ) Sì , signore , parla così ,;mezzo spagnolo;e mezzo italiano , in un modo buffissimo ! Madama Pace Ah , no me par bona crianza che loro;adj;spagnolo;mezzo;1900;spagnolo
doc#588;1841-1947;5_TEATRO_PIRANDELLO_SEI PERSONAGGI;TEATRO;Luigi Pirandello;Sei personaggi in cerca d'autore;1921;;ridere fragorosamente . La figliastra ( ridendo anche lei ) Sì , signore , parla così , mezzo spagnolo e;mezzo italiano;, in un modo buffissimo ! Madama Pace Ah , no me par bona crianza che loro ridano de mi;adj;italiano;mezzo;1900;italiano
doc#588;1841-1947;5_TEATRO_PIRANDELLO_SEI PERSONAGGI;TEATRO;Luigi Pirandello;Sei personaggi in cerca d'autore;1921;;ridere fragorosamente . La figliastra ( ridendo anche lei ) Sì , signore , parla così , mezzo spagnolo e;mezzo italiano;, in un modo buffissimo ! Madama Pace Ah , no me par bona crianza che loro ridano de mi;adj;italiano;mezzo;1900;italiano
doc#588;1841-1947;5_TEATRO_PIRANDELLO_SEI PERSONAGGI;TEATRO;Luigi Pirandello;Sei personaggi in cerca d'autore;1921;;è lei ? E rimarrà con l ' indice appuntato su lui . Il capocomico ( turbato , con un;mezzo sorriso;) Come , chi sono ? – Sono io ! Il padre E se le dicessi che non è vero;noun;sorriso;mezzo;1900;sorriso
doc#501;1841-1947;5_PERS_TANINI_LA VITA DI GIULIO PANE;PERSONALI;Giulio Tanini;La vita di Giulio Pane;1922;;a me e agli altri - Una sola persona sembrava volermi bene : era questa una povera vecchia signora ,;mezza matta;- una certa Scopetani - che mi cercava ogni poco e mi portava cioccolata , libri , denari . .;adj;matto;mezzo;1900;matta
doc#501;1841-1947;5_PERS_TANINI_LA VITA DI GIULIO PANE;PERSONALI;Giulio Tanini;La vita di Giulio Pane;1922;;"passaggio de ' diretti , o macchine o altro ) ; subito cigolava quella accidentata finestrucola e compariva la testa";mezza pelata;del boja , con que ' suoi occhietti scerpellini e quella faccia di c . . . . alderotto arrugginito;adj;pelato;mezzo;1900;pelata
doc#501;1841-1947;5_PERS_TANINI_LA VITA DI GIULIO PANE;PERSONALI;Giulio Tanini;La vita di Giulio Pane;1922;;"occhini mezzi chiusi pareva che ci vedessero ancora . Il giorno doppo sparì Assunta di casa ; le donne èrino";mezze morte;"; io e Drea avèvimo perso la testa . I gendarmi me li presero tutt ' e due la sera";adj;morto;mezzo;1900;morte
doc#501;1841-1947;5_PERS_TANINI_LA VITA DI GIULIO PANE;PERSONALI;Giulio Tanini;La vita di Giulio Pane;1922;;"' manine in croce sul suí coricino rotto ; bionda come oro era ; povera picina , e gli occhini";mezzi chiusi;"pareva che ci vedessero ancora . Il giorno doppo sparì Assunta di casa ; le donne èrino mezze morte ;";adj;chiuso;mezzo;1900;chiusi
doc#501;1841-1947;5_PERS_TANINI_LA VITA DI GIULIO PANE;PERSONALI;Giulio Tanini;La vita di Giulio Pane;1922;;' ruderi di cui ogni casa ne ha incrostati de ' pezzi preziosi , decifravo scritture antiche su ' pietroni;mezzi corrosi;"; mi fermavo per ore e ore seduto nel Colosseo a meditare sulla caducità degli eventi umani , dei popoli";adj;corroso;mezzo;1900;corrosi
doc#501;1841-1947;5_PERS_TANINI_LA VITA DI GIULIO PANE;PERSONALI;Giulio Tanini;La vita di Giulio Pane;1922;;' cameroni spiritato , ora mettendo le mani nel catino che bolliva , ora ne ' mesciacqua delle camere ,;mezzi vuoti;perchè fino all ' indomani non li riempiva . Come Dio volle , alle sette sento sonare il campanello :;adj;vuoto;mezzo;1900;vuoti
doc#553;1841-1947;5_PROSA_PIRANDELLO_SCIALLE NERO;PROSA;Luigi Pirandello;Scialle nero;1922;;finestre e dagli usci di strada il portoncino stinto imporrito fasciato di lutto , che così , mezzo chiuso e;mezzo aperto;, pareva la faccia rugosa di un vecchio che strizzasse un occhio per accennar furbescamente a tutti quelli che entravano;adj;aperto;mezzo;1900;aperto
