docnumber;period;title;genre;author;title2;year;variety;left;kwic;right;pos
doc#245;1533-1691;3_ESP_GALILEI_LEZIONI DI GALILEO INTORNO ALLA FIGURA;ESPOSITIVI;Galileo Galilei;Lezioni di Galielo intorno alla figura, sito e grandezza dell'Inferno di Dante Alighieri;1588;;essere più lontana dal centro che l ' altra miglia 14 . Intorno alla più alta bolgia surge con egual;semidiametro;, ciò è con miglia 17 ? , un altro grandissimo pozzo chiamato dal Poeta burrato , la cui altezza;non_ev
doc#245;1533-1691;3_ESP_GALILEI_LEZIONI DI GALILEO INTORNO ALLA FIGURA;ESPOSITIVI;Galileo Galilei;Lezioni di Galielo intorno alla figura, sito e grandezza dell'Inferno di Dante Alighieri;1588;;"di larghezza , talchè tutto il cerchio ha di traversa miglia 17 ? ; e perché tanto è ancora il";semidiametro;del burrato , sarà tutto il semidiametro del cerchio dei violenti miglia 35 , e l ' intero diametro miglia;non_ev
doc#245;1533-1691;3_ESP_GALILEI_LEZIONI DI GALILEO INTORNO ALLA FIGURA;ESPOSITIVI;Galileo Galilei;Lezioni di Galielo intorno alla figura, sito e grandezza dell'Inferno di Dante Alighieri;1588;;"ha di traversa miglia 17 ? ; e perché tanto è ancora il semidiametro del burrato , sarà tutto il";semidiametro;del cerchio dei violenti miglia 35 , e l ' intero diametro miglia 70 . Seguitano poi sopra ' l;non_ev
doc#245;1533-1691;3_ESP_GALILEI_LEZIONI DI GALILEO INTORNO ALLA FIGURA;ESPOSITIVI;Galileo Galilei;Lezioni di Galielo intorno alla figura, sito e grandezza dell'Inferno di Dante Alighieri;1588;;Dante : dico quanto alla grandezza che se l ' Inferno non è più profondo che la decima parte del;semidiametro;della terra come esso vuole , avendo Virgilio condotto Dante al primo cerchio , a che proposito gli dice sollecitandolo;non_ev
doc#245;1533-1691;3_ESP_GALILEI_LEZIONI DI GALILEO INTORNO ALLA FIGURA;ESPOSITIVI;Galileo Galilei;Lezioni di Galielo intorno alla figura, sito e grandezza dell'Inferno di Dante Alighieri;1588;;, e profondi in esso Inferno , e massime oltre al rimanere non più grossa dell ' ottava parte del;semidiametro;, che sono miglia 405 in circa , essendovi ancora da levarne per lo spazio della grotta degli sciagurati ,;non_ev
doc#258;1533-1691;3_PERS_GALILEO_LETTERE;PERSONALI;Galileo Galilei;Lettere;XVII;;la veggo così spedita e terminata quanto l ' istessa luna , mostrandomela l ' occhiale di diametro eguale al;semidiametro;di essa luna veduta con l ' occhio naturale . O quante e quali conseguenze ho io dedutte , D;non_ev
doc#258;1533-1691;3_PERS_GALILEO_LETTERE;PERSONALI;Galileo Galilei;Lettere;XVII;;"come veggiamo l ' istessa luna con l ' occhio naturale ; e la veggo adesso di diametro eguale al";semidiametro;della veduta con la vista semplice . Ora , eccoci , Signor mio , chiariti come Venere ( e indubitamente;non_ev
doc#258;1533-1691;3_PERS_GALILEO_LETTERE;PERSONALI;Galileo Galilei;Lettere;XVII;;quando tutto l ' emisferio lunare fusse un solo specchio concavo o porzione di sfera tanto grande che il suo;semidiametro;fusse l ' intervallo che è tra la Terra e la Luna , che è il medesimo che dire che;non_ev
doc#305;1533-1691;3_SCIENT_GALILEI_DIALOGO SOPRA I MASSIMI SISTEMI;SCIENTIFICI;Galileo Galilei;Dialogo sopra i due massimi sistemi del mondo;1632;;nel centro della Terra . Or , fatti questi due presupposti , venni già descrivendo intorno al centro A col;semidiametro;"A B il cerchio B I , rappresentantemi il globo terrestre ; e prolungando il semidiametro AB in C ,";non_ev
doc#305;1533-1691;3_SCIENT_GALILEI_DIALOGO SOPRA I MASSIMI SISTEMI;SCIENTIFICI;Galileo Galilei;Dialogo sopra i due massimi sistemi del mondo;1632;;"al centro A col semidiametro A B il cerchio B I , rappresentantemi il globo terrestre ; e prolungando il";semidiametro;AB in C , descrissi l ' altezza della torre B C , la quale , portata dalla Terra sopra;non_ev
doc#305;1533-1691;3_SCIENT_GALILEI_DIALOGO SOPRA I MASSIMI SISTEMI;SCIENTIFICI;Galileo Galilei;Dialogo sopra i due massimi sistemi del mondo;1632;;eguali . SALV . La dimostrazion è facilissima . Intendete esser tirata questa linea I E , ed essendo il;semidiametro;del cerchio C D , cioè la linea C A , doppio del semidiametro C E del cerchio C I;non_ev
doc#305;1533-1691;3_SCIENT_GALILEI_DIALOGO SOPRA I MASSIMI SISTEMI;SCIENTIFICI;Galileo Galilei;Dialogo sopra i due massimi sistemi del mondo;1632;;I E , ed essendo il semidiametro del cerchio C D , cioè la linea C A , doppio del;semidiametro;C E del cerchio C I , sarà la circonferenza doppia della circonferenza , ed ogn ' arco del maggior;non_ev
doc#305;1533-1691;3_SCIENT_GALILEI_DIALOGO SOPRA I MASSIMI SISTEMI;SCIENTIFICI;Galileo Galilei;Dialogo sopra i due massimi sistemi del mondo;1632;;secondi di grado , e tanto ancora il berzaglio : quindici secondi però di quel cerchio , del quale il;semidiametro;sia di braccia cinquecento ( che tanta si è posto esser la lontananza del berzaglio dalla colubrina ) . Or;non_ev
doc#305;1533-1691;3_SCIENT_GALILEI_DIALOGO SOPRA I MASSIMI SISTEMI;SCIENTIFICI;Galileo Galilei;Dialogo sopra i due massimi sistemi del mondo;1632;;( che ecco qui appunto il libro del Copernico ) , qual parte è la corda di quindici secondi del;semidiametro;che sia braccia cinquecento : qui si vede , la corda di un minuto primo esser manco di trenta parti;non_ev
doc#305;1533-1691;3_SCIENT_GALILEI_DIALOGO SOPRA I MASSIMI SISTEMI;SCIENTIFICI;Galileo Galilei;Dialogo sopra i due massimi sistemi del mondo;1632;;: qui si vede , la corda di un minuto primo esser manco di trenta parti di quelle che il;semidiametro;"è centomila ; adunque delle medesime la corda di un minuto secondo sarà manco di mezo , cioè manco di";non_ev
doc#305;1533-1691;3_SCIENT_GALILEI_DIALOGO SOPRA I MASSIMI SISTEMI;SCIENTIFICI;Galileo Galilei;Dialogo sopra i due massimi sistemi del mondo;1632;;medesime la corda di un minuto secondo sarà manco di mezo , cioè manco di una parte di quali il;semidiametro;sia dugentomila , e però la corda di quindici secondi sarà manco di quindici delle medesime dugentomila parti . Ma;non_ev
doc#305;1533-1691;3_SCIENT_GALILEI_DIALOGO SOPRA I MASSIMI SISTEMI;SCIENTIFICI;Galileo Galilei;Dialogo sopra i due massimi sistemi del mondo;1632;;un secchiello , dentrovi dell ' acqua , e tenendo forte in mano l ' altro capo , e fatto;semidiametro;la corda e ' l braccio , e centro la snodatura della spalla , facciasi andare intorno velocemente il vaso;non_ev
doc#305;1533-1691;3_SCIENT_GALILEI_DIALOGO SOPRA I MASSIMI SISTEMI;SCIENTIFICI;Galileo Galilei;Dialogo sopra i due massimi sistemi del mondo;1632;;cioè va per un arco di cerchio , il cui centro stabile è la snodatura della spalla , e il;semidiametro;la canna co ' l braccio . SALV . E quando la pietra scappa dalla canna , qual è il;non_ev
doc#305;1533-1691;3_SCIENT_GALILEI_DIALOGO SOPRA I MASSIMI SISTEMI;SCIENTIFICI;Galileo Galilei;Dialogo sopra i due massimi sistemi del mondo;1632;;A , e della minore sia la circonferenza B G , e della maggiore G E H , ed il;semidiametro;A B C sia eretto all ' orizonte , e per i punti B , C segniamo le rette linee;non_ev
doc#305;1533-1691;3_SCIENT_GALILEI_DIALOGO SOPRA I MASSIMI SISTEMI;SCIENTIFICI;Galileo Galilei;Dialogo sopra i due massimi sistemi del mondo;1632;;esorbitanza sì grande ? Ma voi certo la dissimulate : ché non può esser che non sappiate che ' l;semidiametro;"del cerchio è manco che la sesta parte della circonferenza ; e che in conseguenza il tempo nel quale il";non_ev
doc#305;1533-1691;3_SCIENT_GALILEI_DIALOGO SOPRA I MASSIMI SISTEMI;SCIENTIFICI;Galileo Galilei;Dialogo sopra i due massimi sistemi del mondo;1632;;"manco che la sesta parte della circonferenza ; e che in conseguenza il tempo nel quale il mobile passerà il";semidiametro;, sarà manco della sesta parte del tempo nel quale , mosso con la medesima velocità , passerebbe la circonferenza;non_ev
doc#305;1533-1691;3_SCIENT_GALILEI_DIALOGO SOPRA I MASSIMI SISTEMI;SCIENTIFICI;Galileo Galilei;Dialogo sopra i due massimi sistemi del mondo;1632;;196000 , facendo la distanza del concavo 56 semidiametri terrestri , come fa l ' autor moderno , ed il;semidiametro;della Terra 3500 miglia di braccia 3000 l ' uno , quali sono le nostre miglia italiane . Adunque ,;non_ev
doc#305;1533-1691;3_SCIENT_GALILEI_DIALOGO SOPRA I MASSIMI SISTEMI;SCIENTIFICI;Galileo Galilei;Dialogo sopra i due massimi sistemi del mondo;1632;;fisici ed elementari non rispondon così per appunto : se ben mi pare che i bottai , per trovare il;semidiametro;del fondo da farsi per la botte , si servono della regola in astratto de ' matematici , ancorché tali;non_ev
doc#305;1533-1691;3_SCIENT_GALILEI_DIALOGO SOPRA I MASSIMI SISTEMI;SCIENTIFICI;Galileo Galilei;Dialogo sopra i due massimi sistemi del mondo;1632;;macina che dia una revoluzione in 24 ore , il qual moto si chiamerà tardissimo , intendendosi poi il suo;semidiametro;"prolungato sino alla distanza del Sole , la sua estremità agguaglierà la velocità del Sole ; prolungatolo sino alla sfera";non_ev
doc#305;1533-1691;3_SCIENT_GALILEI_DIALOGO SOPRA I MASSIMI SISTEMI;SCIENTIFICI;Galileo Galilei;Dialogo sopra i due massimi sistemi del mondo;1632;;della macina sia tardissimo . Applicando ora questa considerazione della macina alla sfera stellata , intendiamo un punto nel suo;semidiametro;"vicino al centro quant ' è il semidiametro della macina ; il medesimo moto , che nella sfera stellata è";non_ev
doc#305;1533-1691;3_SCIENT_GALILEI_DIALOGO SOPRA I MASSIMI SISTEMI;SCIENTIFICI;Galileo Galilei;Dialogo sopra i due massimi sistemi del mondo;1632;;considerazione della macina alla sfera stellata , intendiamo un punto nel suo semidiametro vicino al centro quant ' è il;semidiametro;"della macina ; il medesimo moto , che nella sfera stellata è velocissimo , in quel punto sarà tardissimo :";non_ev
doc#305;1533-1691;3_SCIENT_GALILEI_DIALOGO SOPRA I MASSIMI SISTEMI;SCIENTIFICI;Galileo Galilei;Dialogo sopra i due massimi sistemi del mondo;1632;;l ' orizonte della stella nuova , della quale si cerca la distanza dal centro della Terra in proporzione al;semidiametro;"del globo terrestre ; del quale in questo caso niente importa il saper quante miglia sia , onde il risolver";non_ev
doc#305;1533-1691;3_SCIENT_GALILEI_DIALOGO SOPRA I MASSIMI SISTEMI;SCIENTIFICI;Galileo Galilei;Dialogo sopra i due massimi sistemi del mondo;1632;;dalla tavola de gli archi e corde , e la noto appresso , che è 8142 parti di quali il;semidiametro;A B è 100000 . Trovo poi l ' angolo B D C facilmente : imperocché la metà dell ';non_ev
doc#305;1533-1691;3_SCIENT_GALILEI_DIALOGO SOPRA I MASSIMI SISTEMI;SCIENTIFICI;Galileo Galilei;Dialogo sopra i due massimi sistemi del mondo;1632;;"D fusse 58 , B C sarebbe 42657 ; e perché la corda D B è 8142 di quali il";semidiametro;B A è 100000 , e noi cerchiamo di sapere quante delle medesime parti sia B C , però diremo;non_ev
doc#305;1533-1691;3_SCIENT_GALILEI_DIALOGO SOPRA I MASSIMI SISTEMI;SCIENTIFICI;Galileo Galilei;Dialogo sopra i due massimi sistemi del mondo;1632;;, cioè per 58 , ed il quoziente sarebbe il numero delle parti della linea B C di quali il;semidiametro;A B è 100000 : e per sapere quanti semidiametri B A contenesse la medesima linea B C , bisognerebbe;non_ev
doc#305;1533-1691;3_SCIENT_GALILEI_DIALOGO SOPRA I MASSIMI SISTEMI;SCIENTIFICI;Galileo Galilei;Dialogo sopra i due massimi sistemi del mondo;1632;;onde l ' autor calcola , la lontananza della stella dalla superfice della Terra esser manco di un quarantasettesimo di;semidiametro;". Ma questo è con error del calcolo ; imperocché la vien veramente , come noi vedremo qui adesso ,";non_ev
doc#305;1533-1691;3_SCIENT_GALILEI_DIALOGO SOPRA I MASSIMI SISTEMI;SCIENTIFICI;Galileo Galilei;Dialogo sopra i due massimi sistemi del mondo;1632;;cioè poco più di 30 semidiametri e mezo . La decima dà l ' altezza della stella un quinto di;semidiametro;, con quest ' angolo , sini e parallasse , che è gr . 4.30 m.p . : la quale;non_ev
doc#305;1533-1691;3_SCIENT_GALILEI_DIALOGO SOPRA I MASSIMI SISTEMI;SCIENTIFICI;Galileo Galilei;Dialogo sopra i due massimi sistemi del mondo;1632;;ce ne son 3 che par che rimuovano la stella dal centro della Terra per manco distanza d ' un;semidiametro;", facendola in certo modo andar in volta sotto Terra ; e queste son quelle combinazioni nelle quali , essendo";non_ev
doc#305;1533-1691;3_SCIENT_GALILEI_DIALOGO SOPRA I MASSIMI SISTEMI;SCIENTIFICI;Galileo Galilei;Dialogo sopra i due massimi sistemi del mondo;1632;;' un altro asse , il quale per ciò conviene ( come ho detto ) assegnare al Sole , il;semidiametro;"de i quali cerchi risponda alla quantità dell ' inclinazione del medesimo asse ; ed è necessario che il tempo";non_ev
doc#305;1533-1691;3_SCIENT_GALILEI_DIALOGO SOPRA I MASSIMI SISTEMI;SCIENTIFICI;Galileo Galilei;Dialogo sopra i due massimi sistemi del mondo;1632;;Copernico . E prima , suppongo con l ' istesso Copernico , e concordemente con gli avversarii , che il;semidiametro;dell ' orbe magno , ch ' è la distanza della Terra al Sole , contenga 1208 semidiametri di essa;non_ev
doc#305;1533-1691;3_SCIENT_GALILEI_DIALOGO SOPRA I MASSIMI SISTEMI;SCIENTIFICI;Galileo Galilei;Dialogo sopra i due massimi sistemi del mondo;1632;;detto ) 2160 semidiametri dell ' orbe magno , adunque molto maggiore ( cioè quasi il doppio ) e il;semidiametro;della Terra in comparazione dell ' orbe magno , che ' l semidiametro dell ' orbe magno in relazione alla;non_ev
doc#305;1533-1691;3_SCIENT_GALILEI_DIALOGO SOPRA I MASSIMI SISTEMI;SCIENTIFICI;Galileo Galilei;Dialogo sopra i due massimi sistemi del mondo;1632;;cioè quasi il doppio ) e il semidiametro della Terra in comparazione dell ' orbe magno , che ' l;semidiametro;"dell ' orbe magno in relazione alla distanza della sfera stellata ; e per ciò la diversità di aspetto nelle";non_ev
doc#305;1533-1691;3_SCIENT_GALILEI_DIALOGO SOPRA I MASSIMI SISTEMI;SCIENTIFICI;Galileo Galilei;Dialogo sopra i due massimi sistemi del mondo;1632;;dell ' orbe magno , poco più osservabile può esser di quella che si osserva nel Sole , derivante dal;semidiametro;della Terra . SAGR . Questa , per il primo scalino , fa un gran calare . SALV . Fallo;non_ev
doc#305;1533-1691;3_SCIENT_GALILEI_DIALOGO SOPRA I MASSIMI SISTEMI;SCIENTIFICI;Galileo Galilei;Dialogo sopra i due massimi sistemi del mondo;1632;;che l ' orbe magno avesse a cagionar nella sfera stellata mutazione e diversità tale qual è quella che il;semidiametro;"della Terra produce nel Sole , che pure è osservabile ; onde , non si scorgendo né una tale né";non_ev
doc#305;1533-1691;3_SCIENT_GALILEI_DIALOGO SOPRA I MASSIMI SISTEMI;SCIENTIFICI;Galileo Galilei;Dialogo sopra i due massimi sistemi del mondo;1632;;a quel pendolo del quale , nel corso delle sue vibrazioni , andavamo abbreviando la corda , cioè scorciando il;semidiametro;delle circonferenze da lui passate . Sappiate ora che questo , che della Luna ho portato per esempio , avviene;non_ev
doc#305;1533-1691;3_SCIENT_GALILEI_DIALOGO SOPRA I MASSIMI SISTEMI;SCIENTIFICI;Galileo Galilei;Dialogo sopra i due massimi sistemi del mondo;1632;;del Sole per il centro del globo terrestre , e prolungata sino all ' orbe lunare , questa sarà il;semidiametro;"dell ' orbe magno , nel quale la Terra quando fusse sola , si moverebbe uniformemente ; ma se nel";non_ev
doc#305;1533-1691;3_SCIENT_GALILEI_DIALOGO SOPRA I MASSIMI SISTEMI;SCIENTIFICI;Galileo Galilei;Dialogo sopra i due massimi sistemi del mondo;1632;;"' orbe magno , nel quale la Terra quando fusse sola , si moverebbe uniformemente ; ma se nel medesimo";semidiametro;collocheremo un altro corpo da esser portato , ponendolo una volta tra la Terra e il Sole , ed un;non_ev
doc#306;1533-1691;3_SCIENT_GALILEI_DISCORSI INTORNO A DUE NUOVE SCIENZE;SCIENTIFICI;Galileo Galilei;Discorsi e dimostrazioni matematiche intorno a due nuove scienze;1638;;"dal centro a i punti D , E siano tirate le rette linee CD , CE ; figurandoci poi il";semidiametro;CF , perpendicolare a una delle due AB , DE , immobile , intendiamo intorno a quello girarsi tutta questa;non_ev
doc#306;1533-1691;3_SCIENT_GALILEI_DISCORSI INTORNO A DUE NUOVE SCIENZE;SCIENTIFICI;Galileo Galilei;Discorsi e dimostrazioni matematiche intorno a due nuove scienze;1638;;. Ripigliamo la segnata figura , nella quale , per esser l ' angolo IPC retto , il quadrato del;semidiametro;IC è eguale alli due quadrati de i lati IP , PC : ma il semidiametro IC è eguale alla;non_ev
doc#306;1533-1691;3_SCIENT_GALILEI_DISCORSI INTORNO A DUE NUOVE SCIENZE;SCIENTIFICI;Galileo Galilei;Discorsi e dimostrazioni matematiche intorno a due nuove scienze;1638;;, il quadrato del semidiametro IC è eguale alli due quadrati de i lati IP , PC : ma il;semidiametro;"IC è eguale alla AC , e questa alla GP , e la CP è eguale alla PH ; adunque";non_ev
doc#306;1533-1691;3_SCIENT_GALILEI_DISCORSI INTORNO A DUE NUOVE SCIENZE;SCIENTIFICI;Galileo Galilei;Discorsi e dimostrazioni matematiche intorno a due nuove scienze;1638;;esso cerchio sia isoperimetro : dico , il cerchio esser medio proporzionale tra essi . Imperò che ( tirato il;semidiametro;AC ) , essendo il cerchio eguale a quel triangolo rettangolo , de i lati del quale che sono intorno;non_ev
doc#306;1533-1691;3_SCIENT_GALILEI_DISCORSI INTORNO A DUE NUOVE SCIENZE;SCIENTIFICI;Galileo Galilei;Discorsi e dimostrazioni matematiche intorno a due nuove scienze;1638;;triangolo rettangolo , de i lati del quale che sono intorno all ' angolo retto , uno sia eguale al;semidiametro;"AC e l ' altro alla circonferenza ; e similmente essendo il poligono A eguale al triangolo rettangolo , che";non_ev
doc#306;1533-1691;3_SCIENT_GALILEI_DISCORSI INTORNO A DUE NUOVE SCIENZE;SCIENTIFICI;Galileo Galilei;Discorsi e dimostrazioni matematiche intorno a due nuove scienze;1638;;"lati sia maggiore di quello di manco lati ; dimostreremo così . Nel cerchio , il cui centro O ,";semidiametro;OA , sia la tangente AD , ed in essa pongasi , per esempio , AD esser la metà del;non_ev
doc#306;1533-1691;3_SCIENT_GALILEI_DISCORSI INTORNO A DUE NUOVE SCIENZE;SCIENTIFICI;Galileo Galilei;Discorsi e dimostrazioni matematiche intorno a due nuove scienze;1638;;ha la medesima proporzione che la lunghezza BC alla metà di AB nel prisma , che nel cilindro è il;semidiametro;della sua base . E questa sia la nostra prima proposizione . E notate , che questo che dico ,;non_ev
